0.092612,0.747996,2.055822,8.880286,26.102246,43.447330,61.272181,98.023302,132.908871,176.608936,248.245898,
0.087739,0.750006,2.025971,8.996535,25.454177,43.482979,61.589838,98.545010,132.742058,176.988731,248.796707,
0.087594,0.752274,1.990558,8.905339,25.253158,43.439423,61.473402,98.312077,132.705714,176.781836,249.125006,
0.084878,0.740783,2.000295,8.990983,25.721470,43.488037,61.192061,98.299751,132.574900,177.538145,248.907727,
0.089214,0.754562,2.001204,8.976165,25.599397,43.472324,61.273780,98.069514,132.766350,177.373664,248.065638,
0.089048,0.734669,1.988964,8.892379,25.273975,43.429408,61.084792,97.897033,132.777112,176.996325,248.890671,
0.083470,0.765676,1.994985,8.967023,25.504307,43.521651,61.010531,98.077493,132.624415,177.465016,248.845923,
0.086087,0.750392,2.111243,8.958072,25.741193,43.544288,61.311064,97.938984,132.973574,176.684538,248.307708,
0.084668,0.746656,1.982364,9.012076,25.746815,43.468814,61.352845,98.188539,133.452113,177.615805,248.365840,
0.090110,0.742923,2.040529,8.962031,26.060358,43.501560,61.433945,98.226819,132.714617,177.388595,247.773017,




















