0.000018,1,0.000507,43,0.002211,188,0.010828,768,0.038750,3088,0.152721,12373,0.615483,49520,2.473457,198122,11.005857,792553,50.396244,3170329,216.976785,10000000,
0.000020,1,0.000544,43,0.002272,188,0.010096,768,0.039082,3088,0.159712,12373,0.613024,49520,2.515051,198122,10.885619,792553,51.323915,3170329,218.245243,10000000,
0.000019,1,0.000779,43,0.002298,188,0.008844,768,0.038082,3088,0.153184,12373,0.608090,49520,2.494216,198122,10.811347,792553,49.971000,3170329,216.378609,10000000,
0.000021,1,0.000511,43,0.002307,188,0.010342,768,0.038545,3088,0.151542,12373,0.621065,49520,2.529717,198122,11.124833,792553,51.449342,3170329,216.243575,10000000,
0.000020,1,0.000425,43,0.002900,188,0.009707,768,0.038783,3088,0.156904,12373,0.618987,49520,2.536791,198122,10.867401,792553,50.982347,3170329,216.741957,10000000,
0.000019,1,0.000430,43,0.002840,188,0.009713,768,0.039499,3088,0.154373,12373,0.630549,49520,2.501006,198122,11.105267,792553,51.053811,3170329,216.750664,10000000,
0.000019,1,0.000432,43,0.002833,188,0.008541,768,0.039825,3088,0.154255,12373,0.613605,49520,2.518289,198122,10.862023,792553,49.745724,3170329,215.565681,10000000,
0.000021,1,0.000421,43,0.002858,188,0.009041,768,0.039088,3088,0.153181,12373,0.612754,49520,2.503322,198122,11.006485,792553,50.595795,3170329,217.599028,10000000,
0.000021,1,0.000429,43,0.002686,188,0.008981,768,0.040260,3088,0.155000,12373,0.615227,49520,2.546289,198122,10.927968,792553,50.450219,3170329,216.837641,10000000,
0.000020,1,0.000577,43,0.002386,188,0.009188,768,0.039379,3088,0.154324,12373,0.608384,49520,2.532918,198122,10.945588,792553,50.251441,3170329,216.437016,10000000,
