0.000006,51,0.000004,51,0.000003,201,0.000040,801,0.000252,3101,0.001753,12401,0.011808,49551,0.069034,198151,0.508637,792601,4.094741,3170351,25.955191,10000000,
0.000001,51,0.000002,51,0.000003,201,0.000017,801,0.000117,3101,0.000928,12401,0.008021,49551,0.063591,198151,0.510561,792601,4.106793,3170351,25.951824,10000000,
0.000001,51,0.000001,51,0.000003,201,0.000019,801,0.000118,3101,0.000963,12401,0.008256,49551,0.062722,198151,0.512856,792601,4.096686,3170351,25.894195,10000000,
0.000001,51,0.000001,51,0.000004,201,0.000016,801,0.000133,3101,0.000939,12401,0.007932,49551,0.063556,198151,0.509403,792601,4.095074,3170351,26.011741,10000000,
0.000001,51,0.000002,51,0.000005,201,0.000020,801,0.000118,3101,0.000983,12401,0.008094,49551,0.063104,198151,0.509499,792601,4.102079,3170351,25.898150,10000000,
0.000001,51,0.000002,51,0.000003,201,0.000017,801,0.000117,3101,0.000932,12401,0.007872,49551,0.063377,198151,0.505454,792601,4.088169,3170351,25.877954,10000000,
0.000001,51,0.000001,51,0.000003,201,0.000016,801,0.000118,3101,0.000936,12401,0.008046,49551,0.063017,198151,0.506476,792601,4.096742,3170351,25.870674,10000000,
0.000002,51,0.000001,51,0.000003,201,0.000016,801,0.000118,3101,0.000963,12401,0.007898,49551,0.063420,198151,0.504358,792601,4.082062,3170351,25.891063,10000000,
0.000001,51,0.000001,51,0.000004,201,0.000017,801,0.000118,3101,0.000968,12401,0.007939,49551,0.064790,198151,0.501832,792601,4.097794,3170351,25.877814,10000000,
0.000001,51,0.000002,51,0.000004,201,0.000016,801,0.000117,3101,0.000934,12401,0.008030,49551,0.062711,198151,0.520986,792601,4.099957,3170351,25.910227,10000000,
