0.049043,0.309691,2.459502,5.341404,
0.048756,0.301349,2.467140,5.342810,
0.037666,0.301814,2.473982,5.281750,
0.048916,0.300204,2.428461,5.335542,
0.041414,0.305722,2.445009,5.310720,
0.038280,0.303695,2.430700,5.333890,
0.048934,0.301521,2.452976,5.341650,
0.048797,0.304520,2.442010,5.353055,
0.039192,0.301950,2.430856,5.323105,
0.047902,0.302091,2.424908,5.313064,
